GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:1990559,mitochondrial coenzyme A transmembrane transport,"cellular process,localization",2,7.531538316701187e-05
GO:2000049,positive regulation of cell-cell adhesion mediated by cadherin,"biological adhesion,cellular process,biological regulation",2,7.531538316701187e-05
GO:0042376,phylloquinone catabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0099638,endosome to plasma membrane protein transport,"localization,cellular process",2,7.531538316701187e-05
GO:1902196,isovaleryl-CoA(4-) catabolic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0051383,kinetochore organization,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0051155,positive regulation of striated muscle cell differentiation,"cellular process,biological regulation,developmental process",2,7.531538316701187e-05
GO:0010124,phenylacetate catabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:1902187,negative regulation of viral release from host cell,biological regulation,2,7.531538316701187e-05
GO:0042450,arginine biosynthetic process via ornithine,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0030714,"anterior/posterior axis specification, follicular epithelium","cellular process,developmental process",2,7.531538316701187e-05
GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0003014,renal system process,none,2,7.531538316701187e-05
GO:0033577,protein glycosylation in endoplasmic reticulum,"cellular process,metabolic process",2,7.531538316701187e-05
GO:1903886,positive regulation of chemokine (C-C motif) ligand 20 production,"metabolic process,biological regulation",2,7.531538316701187e-05
GO:0007608,sensory perception of smell,none,2,7.531538316701187e-05
GO:0050803,regulation of synapse structure or activity,biological regulation,2,7.531538316701187e-05
GO:0042311,vasodilation,biological regulation,2,7.531538316701187e-05
GO:0001834,trophectodermal cell proliferation,cellular process,2,7.531538316701187e-05
GO:0042462,eye photoreceptor cell development,"cellular process,developmental process",2,7.531538316701187e-05
GO:2000779,regulation of double-strand break repair,"metabolic process,cellular process,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:1990261,pre-mRNA catabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0070143,mitochondrial alanyl-tRNA aminoacylation,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0021510,spinal cord development,developmental process,2,7.531538316701187e-05
GO:0060763,mammary duct terminal end bud growth,developmental process,2,7.531538316701187e-05
GO:0006203,dGTP catabolic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:1901485,positive regulation of transcription factor catabolic process,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:0080171,lytic vacuole organization,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:0060581,cell fate commitment involved in pattern specification,"developmental process,cellular process",2,7.531538316701187e-05
GO:0045571,negative regulation of imaginal disc growth,"biological regulation,developmental process",2,7.531538316701187e-05
GO:0042048,olfactory behavior,none,2,7.531538316701187e-05
GO:0007204,positive regulation of cytosolic calcium ion concentration,"cellular process,biological regulation",2,7.531538316701187e-05
GO:0032897,negative regulation of viral transcription,biological regulation,2,7.531538316701187e-05
GO:0048250,iron import into the mitochondrion,"cellular process,localization",2,7.531538316701187e-05
GO:0008616,queuosine biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0072089,stem cell proliferation,cellular process,2,7.531538316701187e-05
GO:0042691,positive regulation of crystal cell differentiation,"cellular process,biological regulation,developmental process",2,7.531538316701187e-05
GO:1903942,positive regulation of respiratory gaseous exchange,biological regulation,2,7.531538316701187e-05
GO:1902198,3-methylbut-2-enoyl-CoA(4-) metabolic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0045186,zonula adherens assembly,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:1902192,2-methylbut-2-enoyl-CoA(4-) metabolic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:1901812,beta-carotene biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:1902190,2-methylbutanoyl-CoA(4-) catabolic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0060444,branching involved in mammary gland duct morphogenesis,developmental process,2,7.531538316701187e-05
GO:0033601,positive regulation of mammary gland epithelial cell proliferation,"cellular process,biological regulation,developmental process",2,7.531538316701187e-05
GO:0070306,lens fiber cell differentiation,"developmental process,cellular process",2,7.531538316701187e-05
GO:1905344,prostaglandin catabolic process,metabolic process,2,7.531538316701187e-05
GO:0007014,actin ubiquitination,"metabolic process,cellular process,cellular component organization",2,7.531538316701187e-05
GO:2000864,regulation of estradiol secretion,"localization,cellular process,signaling,biological regulation",2,7.531538316701187e-05
GO:0061038,uterus morphogenesis,developmental process,2,7.531538316701187e-05
GO:0060992,response to fungicide,response to stimulus,2,7.531538316701187e-05
GO:0010917,negative regulation of mitochondrial membrane potential,biological regulation,2,7.531538316701187e-05
GO:0048854,brain morphogenesis,developmental process,2,7.531538316701187e-05
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay","metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:0016445,somatic diversification of immunoglobulins,none,2,7.531538316701187e-05
GO:0019557,histidine catabolic process to glutamate and formate,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0006548,histidine catabolic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0019556,histidine catabolic process to glutamate and formamide,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0060567,"negative regulation of DNA-templated transcription, termination","metabolic process,cellular process,biological regulation,cellular component organization",2,7.531538316701187e-05
GO:0070213,protein auto-ADP-ribosylation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:2001142,nicotinate transport,localization,2,7.531538316701187e-05
GO:0015847,putrescine transport,localization,2,7.531538316701187e-05
GO:0070601,centromeric sister chromatid cohesion,"cellular process,cellular component organization",2,7.531538316701187e-05
GO:1904908,"negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric","cellular component organization,cellular process,biological regulation",2,7.531538316701187e-05
GO:2000279,negative regulation of DNA biosynthetic process,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:1902184,negative regulation of shoot apical meristem development,"biological regulation,developmental process",2,7.531538316701187e-05
GO:0016122,xanthophyll metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0060047,heart contraction,none,2,7.531538316701187e-05
GO:2001143,N-methylnicotinate transport,localization,2,7.531538316701187e-05
GO:0033386,geranylgeranyl diphosphate biosynthetic process,"metabolic process,cellular process",2,7.531538316701187e-05
GO:0051641,cellular localization,"cellular process,localization",2,7.531538316701187e-05
GO:1901726,negative regulation of histone deacetylase activity,"metabolic process,cellular process,biological regulation,cellular component organization",2,7.531538316701187e-05
GO:0035407,histone H3-T11 phosphorylation,"cellular process,metabolic process,cellular component organization",2,7.531538316701187e-05
GO:0006793,phosphorus metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0072355,histone H3-T3 phosphorylation,"cellular process,metabolic process,cellular component organization",2,7.531538316701187e-05
GO:0030389,fructosamine metabolic process,metabolic process,2,7.531538316701187e-05
GO:0009312,oligosaccharide biosynthetic process,metabolic process,2,7.531538316701187e-05
GO:0010081,regulation of inflorescence meristem growth,"biological regulation,developmental process",2,7.531538316701187e-05
GO:0039502,suppression by virus of host type I interferon-mediated signaling pathway,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0006436,tryptophanyl-tRNA aminoacylation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:1901537,positive regulation of DNA demethylation,"metabolic process,cellular process,biological regulation",2,7.531538316701187e-05
GO:0048821,erythrocyte development,"developmental process,cellular process",2,7.531538316701187e-05
GO:0032468,Golgi calcium ion homeostasis,"cellular process,biological regulation",2,7.531538316701187e-05
GO:0050729,positive regulation of inflammatory response,"biological regulation,response to stimulus",2,7.531538316701187e-05
GO:0002938,tRNA guanine ribose methylation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0043640,benzoate catabolic process via hydroxylation,"cellular process,metabolic process",2,7.531538316701187e-05
GO:0070292,N-acylphosphatidylethanolamine metabolic process,"cellular process,metabolic process",2,7.531538316701187e-05
GO:1904515,positive regulation of TORC2 signaling,"cellular process,signaling,biological regulation,response to stimulus",2,7.531538316701187e-05
