GO Annotation,Taxon,Count of Proteins with Annotation,Proportion of Proteins with Annotation
Sec61 translocon complex,hirsuti-OEHI,2,7.147196512168103e-05
TRAPPII protein complex,hirsuti-OEHI,2,7.147196512168103e-05
TRAPPIII protein complex,hirsuti-OEHI,2,7.147196512168103e-05
U11/U12 snRNP,hirsuti-OEHI,2,7.147196512168103e-05
U2-type post-mRNA release spliceosomal complex,hirsuti-OEHI,2,7.147196512168103e-05
U4atac snRNP,hirsuti-OEHI,2,7.147196512168103e-05
XPC complex,hirsuti-OEHI,2,7.147196512168103e-05
"actomyosin contractile ring, intermediate layer",hirsuti-OEHI,2,7.147196512168103e-05
anchored component of postsynaptic density membrane,hirsuti-OEHI,2,7.147196512168103e-05
anchored component of postsynaptic recycling endosome membrane,hirsuti-OEHI,2,7.147196512168103e-05
anthranilate synthase complex,hirsuti-OEHI,2,7.147196512168103e-05
axon cytoplasm,hirsuti-OEHI,2,7.147196512168103e-05
basal plasma membrane,hirsuti-OEHI,2,7.147196512168103e-05
beta-catenin destruction complex,hirsuti-OEHI,2,7.147196512168103e-05
bicellular tight junction,hirsuti-OEHI,2,7.147196512168103e-05
bub1-bub3 complex,hirsuti-OEHI,2,7.147196512168103e-05
carbamoyl-phosphate synthase complex,hirsuti-OEHI,2,7.147196512168103e-05
cell cortex of cell tip,hirsuti-OEHI,2,7.147196512168103e-05
cell hair,hirsuti-OEHI,2,7.147196512168103e-05
chromoplast membrane,hirsuti-OEHI,2,7.147196512168103e-05
chromoplast stroma,hirsuti-OEHI,2,7.147196512168103e-05
clathrin complex,hirsuti-OEHI,2,7.147196512168103e-05
cortical actin cytoskeleton,hirsuti-OEHI,2,7.147196512168103e-05
cytoplasmic ubiquitin ligase complex,hirsuti-OEHI,2,7.147196512168103e-05
dehydrodolichyl diphosphate synthase complex,hirsuti-OEHI,2,7.147196512168103e-05
eRF1 methyltransferase complex,hirsuti-OEHI,2,7.147196512168103e-05
elongin complex,hirsuti-OEHI,2,7.147196512168103e-05
extrinsic component of endosome membrane,hirsuti-OEHI,2,7.147196512168103e-05
extrinsic component of thylakoid membrane,hirsuti-OEHI,2,7.147196512168103e-05
fungal-type vacuole,hirsuti-OEHI,2,7.147196512168103e-05
gamma-secretase complex,hirsuti-OEHI,2,7.147196512168103e-05
germ cell nucleus,hirsuti-OEHI,2,7.147196512168103e-05
germinal vesicle,hirsuti-OEHI,2,7.147196512168103e-05
glycosylphosphatidylinositol-mannosyltransferase I complex,hirsuti-OEHI,2,7.147196512168103e-05
host cell,hirsuti-OEHI,2,7.147196512168103e-05
inclusion body,hirsuti-OEHI,2,7.147196512168103e-05
intermediate filament cytoskeleton,hirsuti-OEHI,2,7.147196512168103e-05
intracellular organelle,hirsuti-OEHI,2,7.147196512168103e-05
katanin complex,hirsuti-OEHI,2,7.147196512168103e-05
longitudinal side of cell surface,hirsuti-OEHI,2,7.147196512168103e-05
mRNA cleavage stimulating factor complex,hirsuti-OEHI,2,7.147196512168103e-05
membrane-bounded organelle,hirsuti-OEHI,2,7.147196512168103e-05
mitochondrial inner membrane peptidase complex,hirsuti-OEHI,2,7.147196512168103e-05
"mitochondrial proton-transporting ATP synthase, stator stalk",hirsuti-OEHI,2,7.147196512168103e-05
mitotic spindle midzone,hirsuti-OEHI,2,7.147196512168103e-05
mitotic spindle pole,hirsuti-OEHI,2,7.147196512168103e-05
neuron projection,hirsuti-OEHI,2,7.147196512168103e-05
neuronal ribonucleoprotein granule,hirsuti-OEHI,2,7.147196512168103e-05
nitrite reductase complex [NAD(P)H],hirsuti-OEHI,2,7.147196512168103e-05
nuclear SCF ubiquitin ligase complex,hirsuti-OEHI,2,7.147196512168103e-05
nuclear cohesin complex,hirsuti-OEHI,2,7.147196512168103e-05
nuclear envelope lumen,hirsuti-OEHI,2,7.147196512168103e-05
nuclear lumen,hirsuti-OEHI,2,7.147196512168103e-05
nuclear pore nuclear basket,hirsuti-OEHI,2,7.147196512168103e-05
nuclear stress granule,hirsuti-OEHI,2,7.147196512168103e-05
nuclear ubiquitin ligase complex,hirsuti-OEHI,2,7.147196512168103e-05
nucleotide-excision repair factor 2 complex,hirsuti-OEHI,2,7.147196512168103e-05
nucleotide-excision repair factor 3 complex,hirsuti-OEHI,2,7.147196512168103e-05
nucleotide-excision repair factor 4 complex,hirsuti-OEHI,2,7.147196512168103e-05
oligosaccharyltransferase I complex,hirsuti-OEHI,2,7.147196512168103e-05
photoreceptor connecting cilium,hirsuti-OEHI,2,7.147196512168103e-05
photosystem I antenna complex,hirsuti-OEHI,2,7.147196512168103e-05
plasmodesmatal endoplasmic reticulum,hirsuti-OEHI,2,7.147196512168103e-05
plastid small ribosomal subunit,hirsuti-OEHI,2,7.147196512168103e-05
pollen tube tip,hirsuti-OEHI,2,7.147196512168103e-05
post-spliceosomal complex,hirsuti-OEHI,2,7.147196512168103e-05
postsynapse,hirsuti-OEHI,2,7.147196512168103e-05
pre-snoRNP complex,hirsuti-OEHI,2,7.147196512168103e-05
preribosome,hirsuti-OEHI,2,7.147196512168103e-05
presynapse,hirsuti-OEHI,2,7.147196512168103e-05
proteasome regulatory particle,hirsuti-OEHI,2,7.147196512168103e-05
protein farnesyltransferase complex,hirsuti-OEHI,2,7.147196512168103e-05
protein phosphatase type 1 complex,hirsuti-OEHI,2,7.147196512168103e-05
protein-DNA complex,hirsuti-OEHI,2,7.147196512168103e-05
proton-transporting V-type ATPase complex,hirsuti-OEHI,2,7.147196512168103e-05
rDNA protrusion,hirsuti-OEHI,2,7.147196512168103e-05
respiratory chain complex IV,hirsuti-OEHI,2,7.147196512168103e-05
"retromer, cargo-selective complex",hirsuti-OEHI,2,7.147196512168103e-05
riboflavin synthase complex,hirsuti-OEHI,2,7.147196512168103e-05
ribonuclease H2 complex,hirsuti-OEHI,2,7.147196512168103e-05
ruffle membrane,hirsuti-OEHI,2,7.147196512168103e-05
secretory granule lumen,hirsuti-OEHI,2,7.147196512168103e-05
shelterin complex,hirsuti-OEHI,2,7.147196512168103e-05
signal recognition particle,hirsuti-OEHI,2,7.147196512168103e-05
striated muscle dense body,hirsuti-OEHI,2,7.147196512168103e-05
succinate dehydrogenase complex,hirsuti-OEHI,2,7.147196512168103e-05
tRNA methyltransferase complex,hirsuti-OEHI,2,7.147196512168103e-05
tRNA-intron endonuclease complex,hirsuti-OEHI,2,7.147196512168103e-05
telomerase catalytic core complex,hirsuti-OEHI,2,7.147196512168103e-05
transcription elongation factor complex,hirsuti-OEHI,2,7.147196512168103e-05
vesicle membrane,hirsuti-OEHI,2,7.147196512168103e-05
viral nucleocapsid,hirsuti-OEHI,2,7.147196512168103e-05
zeta DNA polymerase complex,hirsuti-OEHI,2,7.147196512168103e-05
"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase complex",hirsuti-OEHI,1,3.573598256084051e-05
AMPA glutamate receptor complex,hirsuti-OEHI,1,3.573598256084051e-05
AP-5 adaptor complex,hirsuti-OEHI,1,3.573598256084051e-05
ATP-binding cassette (ABC) transporter complex,hirsuti-OEHI,1,3.573598256084051e-05
BAT3 complex,hirsuti-OEHI,1,3.573598256084051e-05
BORC complex,hirsuti-OEHI,1,3.573598256084051e-05
CHRAC,hirsuti-OEHI,1,3.573598256084051e-05
CRD-mediated mRNA stability complex,hirsuti-OEHI,1,3.573598256084051e-05
Cdc48p-Npl4p-Vms1p AAA ATPase complex,hirsuti-OEHI,1,3.573598256084051e-05
Cul2-RING ubiquitin ligase complex,hirsuti-OEHI,1,3.573598256084051e-05
Cul7-RING ubiquitin ligase complex,hirsuti-OEHI,1,3.573598256084051e-05
DNA-dependent protein kinase-DNA ligase 4 complex,hirsuti-OEHI,1,3.573598256084051e-05
Derlin-1 retrotranslocation complex,hirsuti-OEHI,1,3.573598256084051e-05
ERCC4-ERCC1 complex,hirsuti-OEHI,1,3.573598256084051e-05
Elg1 RFC-like complex,hirsuti-OEHI,1,3.573598256084051e-05
FACT complex,hirsuti-OEHI,1,3.573598256084051e-05
GABA-ergic synapse,hirsuti-OEHI,1,3.573598256084051e-05
GAIT complex,hirsuti-OEHI,1,3.573598256084051e-05
Gemini of coiled bodies,hirsuti-OEHI,1,3.573598256084051e-05
HIR complex,hirsuti-OEHI,1,3.573598256084051e-05
Hrd1p ubiquitin ligase complex,hirsuti-OEHI,1,3.573598256084051e-05
IRE1-TRAF2-ASK1 complex,hirsuti-OEHI,1,3.573598256084051e-05
M band,hirsuti-OEHI,1,3.573598256084051e-05
Myo2p-Vac17p-Vac8p transport complex,hirsuti-OEHI,1,3.573598256084051e-05
P4 peroxisome,hirsuti-OEHI,1,3.573598256084051e-05
PET complex,hirsuti-OEHI,1,3.573598256084051e-05
Piccolo NuA4 histone acetyltransferase complex,hirsuti-OEHI,1,3.573598256084051e-05
RAVE complex,hirsuti-OEHI,1,3.573598256084051e-05
RES complex,hirsuti-OEHI,1,3.573598256084051e-05
RIC1-RGP1 guanyl-nucleotide exchange factor complex,hirsuti-OEHI,1,3.573598256084051e-05
RNA N6-methyladenosine methyltransferase complex,hirsuti-OEHI,1,3.573598256084051e-05
RNA polymerase I core factor complex,hirsuti-OEHI,1,3.573598256084051e-05
RNA polymerase transcription factor SL1 complex,hirsuti-OEHI,1,3.573598256084051e-05
Rad51C-XRCC3 complex,hirsuti-OEHI,1,3.573598256084051e-05
RecQ family helicase-topoisomerase III complex,hirsuti-OEHI,1,3.573598256084051e-05
Rix1 complex,hirsuti-OEHI,1,3.573598256084051e-05
SMC loading complex,hirsuti-OEHI,1,3.573598256084051e-05
Schaffer collateral - CA1 synapse,hirsuti-OEHI,1,3.573598256084051e-05
Seh1-associated complex,hirsuti-OEHI,1,3.573598256084051e-05
Shu complex,hirsuti-OEHI,1,3.573598256084051e-05
Slx1-Slx4 complex,hirsuti-OEHI,1,3.573598256084051e-05
TRAPPI protein complex,hirsuti-OEHI,1,3.573598256084051e-05
TRC complex,hirsuti-OEHI,1,3.573598256084051e-05
Tic complex,hirsuti-OEHI,1,3.573598256084051e-05
Toc complex,hirsuti-OEHI,1,3.573598256084051e-05
U2-type post-spliceosomal complex,hirsuti-OEHI,1,3.573598256084051e-05
UDP-N-acetylglucosamine transferase complex,hirsuti-OEHI,1,3.573598256084051e-05
acetolactate synthase complex,hirsuti-OEHI,1,3.573598256084051e-05
acetylcholine-gated channel complex,hirsuti-OEHI,1,3.573598256084051e-05
acrosomal vesicle,hirsuti-OEHI,1,3.573598256084051e-05
actin-based cell projection,hirsuti-OEHI,1,3.573598256084051e-05
actomyosin,hirsuti-OEHI,1,3.573598256084051e-05
"actomyosin, actin portion",hirsuti-OEHI,1,3.573598256084051e-05
adherens junction,hirsuti-OEHI,1,3.573598256084051e-05
aleurone grain membrane,hirsuti-OEHI,1,3.573598256084051e-05
amyloplast membrane,hirsuti-OEHI,1,3.573598256084051e-05
angiogenin-PRI complex,hirsuti-OEHI,1,3.573598256084051e-05
annulate lamellae,hirsuti-OEHI,1,3.573598256084051e-05
apical part of cell,hirsuti-OEHI,1,3.573598256084051e-05
auxin efflux carrier complex,hirsuti-OEHI,1,3.573598256084051e-05
axolemma,hirsuti-OEHI,1,3.573598256084051e-05
axon initial segment,hirsuti-OEHI,1,3.573598256084051e-05
basolateral plasma membrane,hirsuti-OEHI,1,3.573598256084051e-05
beta-galactosidase complex,hirsuti-OEHI,1,3.573598256084051e-05
brahma complex,hirsuti-OEHI,1,3.573598256084051e-05
calcineurin complex,hirsuti-OEHI,1,3.573598256084051e-05
calcium channel complex,hirsuti-OEHI,1,3.573598256084051e-05
cell outer membrane,hirsuti-OEHI,1,3.573598256084051e-05
cell-cell contact zone,hirsuti-OEHI,1,3.573598256084051e-05
cellular bud,hirsuti-OEHI,1,3.573598256084051e-05
chiasma,hirsuti-OEHI,1,3.573598256084051e-05
chloroplast isoamylase complex,hirsuti-OEHI,1,3.573598256084051e-05
chromatoid body,hirsuti-OEHI,1,3.573598256084051e-05
"chromosome, centromeric core domain",hirsuti-OEHI,1,3.573598256084051e-05
cis-Golgi network membrane,hirsuti-OEHI,1,3.573598256084051e-05
columella,hirsuti-OEHI,1,3.573598256084051e-05
condensed chromosome outer kinetochore,hirsuti-OEHI,1,3.573598256084051e-05
cortical cytoskeleton,hirsuti-OEHI,1,3.573598256084051e-05
cytoophidium,hirsuti-OEHI,1,3.573598256084051e-05
cytoplasmic ribonucleoprotein granule,hirsuti-OEHI,1,3.573598256084051e-05
cytoplasmic side of endoplasmic reticulum membrane,hirsuti-OEHI,1,3.573598256084051e-05
cytoplasmic side of endosome membrane,hirsuti-OEHI,1,3.573598256084051e-05
cytosolic tRNA wobble base thiouridylase complex,hirsuti-OEHI,1,3.573598256084051e-05
desmosome,hirsuti-OEHI,1,3.573598256084051e-05
division septum,hirsuti-OEHI,1,3.573598256084051e-05
dolichol-phosphate-mannose synthase complex,hirsuti-OEHI,1,3.573598256084051e-05
endocytic vesicle membrane,hirsuti-OEHI,1,3.573598256084051e-05
etioplast,hirsuti-OEHI,1,3.573598256084051e-05
extrinsic component of neuronal dense core vesicle membrane,hirsuti-OEHI,1,3.573598256084051e-05
extrinsic component of plastid membrane,hirsuti-OEHI,1,3.573598256084051e-05
extrinsic component of presynaptic membrane,hirsuti-OEHI,1,3.573598256084051e-05
fatty acid elongase complex,hirsuti-OEHI,1,3.573598256084051e-05
filamentous actin,hirsuti-OEHI,1,3.573598256084051e-05
filopodium,hirsuti-OEHI,1,3.573598256084051e-05
filopodium tip,hirsuti-OEHI,1,3.573598256084051e-05
formate dehydrogenase complex,hirsuti-OEHI,1,3.573598256084051e-05
gamma-tubulin ring complex,hirsuti-OEHI,1,3.573598256084051e-05
generative cell nucleus,hirsuti-OEHI,1,3.573598256084051e-05
glutaminase complex,hirsuti-OEHI,1,3.573598256084051e-05
granular component,hirsuti-OEHI,1,3.573598256084051e-05
helical viral capsid,hirsuti-OEHI,1,3.573598256084051e-05
hippocampal mossy fiber to CA3 synapse,hirsuti-OEHI,1,3.573598256084051e-05
histone H3-K14 acetyltransferase complex,hirsuti-OEHI,1,3.573598256084051e-05
histone pre-mRNA 3'end processing complex,hirsuti-OEHI,1,3.573598256084051e-05
host cell endoplasmic reticulum,hirsuti-OEHI,1,3.573598256084051e-05
host cell plasma membrane,hirsuti-OEHI,1,3.573598256084051e-05
host multivesicular body,hirsuti-OEHI,1,3.573598256084051e-05
incipient cellular bud site,hirsuti-OEHI,1,3.573598256084051e-05
integral component of fungal-type vacuolar membrane,hirsuti-OEHI,1,3.573598256084051e-05
integral component of mitochondrial membrane,hirsuti-OEHI,1,3.573598256084051e-05
integral component of omegasome membrane,hirsuti-OEHI,1,3.573598256084051e-05
intracellular organelle lumen,hirsuti-OEHI,1,3.573598256084051e-05
intrinsic component of membrane,hirsuti-OEHI,1,3.573598256084051e-05
lamellipodium,hirsuti-OEHI,1,3.573598256084051e-05
leading edge of lamellipodium,hirsuti-OEHI,1,3.573598256084051e-05
macropinocytic cup,hirsuti-OEHI,1,3.573598256084051e-05
mannosyltransferase complex,hirsuti-OEHI,1,3.573598256084051e-05
mating projection tip,hirsuti-OEHI,1,3.573598256084051e-05
medial cortex septin ring,hirsuti-OEHI,1,3.573598256084051e-05
meiotic recombination initiation complex,hirsuti-OEHI,1,3.573598256084051e-05
meiotic spindle,hirsuti-OEHI,1,3.573598256084051e-05
melanosome,hirsuti-OEHI,1,3.573598256084051e-05
methionine adenosyltransferase complex,hirsuti-OEHI,1,3.573598256084051e-05
methylcrotonoyl-CoA carboxylase complex,hirsuti-OEHI,1,3.573598256084051e-05
methyltransferase complex,hirsuti-OEHI,1,3.573598256084051e-05
microsporocyte nucleus,hirsuti-OEHI,1,3.573598256084051e-05
mitochondria-associated endoplasmic reticulum membrane,hirsuti-OEHI,1,3.573598256084051e-05
"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)",hirsuti-OEHI,1,3.573598256084051e-05
mitochondrial respirasome,hirsuti-OEHI,1,3.573598256084051e-05
mitochondrial respiratory chain complex IV,hirsuti-OEHI,1,3.573598256084051e-05
mitotic spindle astral microtubule,hirsuti-OEHI,1,3.573598256084051e-05
monolayer-surrounded lipid storage body,hirsuti-OEHI,1,3.573598256084051e-05
myosin I complex,hirsuti-OEHI,1,3.573598256084051e-05
neurofilament,hirsuti-OEHI,1,3.573598256084051e-05
neuronal cell body,hirsuti-OEHI,1,3.573598256084051e-05
new growing cell tip,hirsuti-OEHI,1,3.573598256084051e-05
nuclear MIS12/MIND complex,hirsuti-OEHI,1,3.573598256084051e-05
nucleolar ribonuclease P complex,hirsuti-OEHI,1,3.573598256084051e-05
nucleolus organizer region,hirsuti-OEHI,1,3.573598256084051e-05
nucleotide-activated protein kinase complex,hirsuti-OEHI,1,3.573598256084051e-05
old growing cell tip,hirsuti-OEHI,1,3.573598256084051e-05
organelle inner membrane,hirsuti-OEHI,1,3.573598256084051e-05
perinuclear endoplasmic reticulum,hirsuti-OEHI,1,3.573598256084051e-05
perinuclear endoplasmic reticulum membrane,hirsuti-OEHI,1,3.573598256084051e-05
perinucleolar chromocenter,hirsuti-OEHI,1,3.573598256084051e-05
phagocytic cup lip,hirsuti-OEHI,1,3.573598256084051e-05
phagocytic vesicle membrane,hirsuti-OEHI,1,3.573598256084051e-05
phagophore,hirsuti-OEHI,1,3.573598256084051e-05
plasma membrane raft,hirsuti-OEHI,1,3.573598256084051e-05
pollen wall,hirsuti-OEHI,1,3.573598256084051e-05
presynaptic cytosol,hirsuti-OEHI,1,3.573598256084051e-05
proplastid,hirsuti-OEHI,1,3.573598256084051e-05
proteasome accessory complex,hirsuti-OEHI,1,3.573598256084051e-05
proteasome-activating nucleotidase complex,hirsuti-OEHI,1,3.573598256084051e-05
proximal dendrite,hirsuti-OEHI,1,3.573598256084051e-05
pseudopodium,hirsuti-OEHI,1,3.573598256084051e-05
rDNA heterochromatin,hirsuti-OEHI,1,3.573598256084051e-05
replisome,hirsuti-OEHI,1,3.573598256084051e-05
sarcolemma,hirsuti-OEHI,1,3.573598256084051e-05
sarcoplasmic reticulum,hirsuti-OEHI,1,3.573598256084051e-05
sarcoplasmic reticulum lumen,hirsuti-OEHI,1,3.573598256084051e-05
sarcoplasmic reticulum membrane,hirsuti-OEHI,1,3.573598256084051e-05
secondary plasmodesma,hirsuti-OEHI,1,3.573598256084051e-05
secretory granule,hirsuti-OEHI,1,3.573598256084051e-05
serine/threonine protein kinase complex,hirsuti-OEHI,1,3.573598256084051e-05
sieve plate,hirsuti-OEHI,1,3.573598256084051e-05
signal recognition particle receptor complex,hirsuti-OEHI,1,3.573598256084051e-05
"signal recognition particle, chloroplast targeting",hirsuti-OEHI,1,3.573598256084051e-05
site of DNA damage,hirsuti-OEHI,1,3.573598256084051e-05
smooth endoplasmic reticulum,hirsuti-OEHI,1,3.573598256084051e-05
spanning component of plasma membrane,hirsuti-OEHI,1,3.573598256084051e-05
spectrin-associated cytoskeleton,hirsuti-OEHI,1,3.573598256084051e-05
spindle pole body,hirsuti-OEHI,1,3.573598256084051e-05
starch grain,hirsuti-OEHI,1,3.573598256084051e-05
stereocilium bundle,hirsuti-OEHI,1,3.573598256084051e-05
striated muscle myosin thick filament,hirsuti-OEHI,1,3.573598256084051e-05
succinate-CoA ligase complex,hirsuti-OEHI,1,3.573598256084051e-05
super elongation complex,hirsuti-OEHI,1,3.573598256084051e-05
symplast,hirsuti-OEHI,1,3.573598256084051e-05
tertiary granule lumen,hirsuti-OEHI,1,3.573598256084051e-05
transcription export complex,hirsuti-OEHI,1,3.573598256084051e-05
transcription factor TFIIF complex,hirsuti-OEHI,1,3.573598256084051e-05
virion,hirsuti-OEHI,1,3.573598256084051e-05
virion membrane,hirsuti-OEHI,1,3.573598256084051e-05
nucleus,grandis-WPUV,6235,0.20355860267711395
integral component of membrane,grandis-WPUV,4966,0.16212863206007183
plasma membrane,grandis-WPUV,4091,0.1335618674502122
cytosol,grandis-WPUV,4012,0.13098269670257917
cytoplasm,grandis-WPUV,3751,0.12246163891609534
chloroplast,grandis-WPUV,2602,0.08494939601697682
mitochondrion,grandis-WPUV,1786,0.05830884753509631
Golgi apparatus,grandis-WPUV,1237,0.04038524322559582
plasmodesma,grandis-WPUV,1196,0.03904668625530525
endoplasmic reticulum,grandis-WPUV,1040,0.03395364022200457
plastid,grandis-WPUV,872,0.028468821416911524
extracellular region,grandis-WPUV,854,0.027881162259222984
membrane,grandis-WPUV,842,0.027489389487430623
chloroplast stroma,grandis-WPUV,833,0.027195559908586353
vacuole,grandis-WPUV,773,0.02523669604962455
nucleolus,grandis-WPUV,765,0.02497551420176298
vacuolar membrane,grandis-WPUV,743,0.02425726412014365
endoplasmic reticulum membrane,grandis-WPUV,710,0.02317988899771466
Golgi membrane,grandis-WPUV,664,0.02167809337251061
chloroplast envelope,grandis-WPUV,662,0.02161279791054522
chloroplast thylakoid membrane,grandis-WPUV,651,0.021253672869735552
cell wall,grandis-WPUV,604,0.01971922951354881
obsolete cell,grandis-WPUV,524,0.017107411034933073
nucleoplasm,grandis-WPUV,490,0.015997388181521383
endosome,grandis-WPUV,468,0.015279138099902057
trans-Golgi network,grandis-WPUV,465,0.015181194906953967
