GO Annotation ID,GO Annotation Name,Umbrella Annotation Names,Count of OGs with Annotation,Proportion of OGs with Annotation
GO:0042289,MHC class II protein binding,binding,2,7.531538316701187e-05
GO:0033799,myricetin 3'-O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102822,quercetin 3'-O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0030755,quercetin 3-O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0004351,glutamate decarboxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0043008,ATP-dependent protein binding,binding,2,7.531538316701187e-05
GO:0035014,phosphatidylinositol 3-kinase regulator activity,molecular function regulator,2,7.531538316701187e-05
GO:0009383,rRNA (cytosine-C5-)-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102113,hypoxia-inducible factor-asparagine oxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0050362,L-tryptophan:2-oxoglutarate aminotransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0005161,platelet-derived growth factor receptor binding,binding,2,7.531538316701187e-05
GO:0005019,platelet-derived growth factor beta-receptor activity,"signaling receptor activity,molecular transducer activity,catalytic activity",2,7.531538316701187e-05
GO:0038085,vascular endothelial growth factor binding,binding,2,7.531538316701187e-05
GO:0000033,"alpha-1,3-mannosyltransferase activity",catalytic activity,2,7.531538316701187e-05
GO:0003864,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0004642,phosphoribosylformylglycinamidine synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0051864,histone demethylase activity (H3-K36 specific),catalytic activity,2,7.531538316701187e-05
GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,molecular function regulator,2,7.531538316701187e-05
GO:0005053,peroxisome matrix targeting signal-2 binding,binding,2,7.531538316701187e-05
GO:0008808,cardiolipin synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0036140,peptidyl-asparagine 3-dioxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0036139,peptidyl-histidine dioxygenase activity,catalytic activity,2,7.531538316701187e-05
GO:0015152,glucose-6-phosphate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0004706,JUN kinase kinase kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0070042,rRNA (uridine-N3-)-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0001139,RNA polymerase II complex recruiting activity,binding,2,7.531538316701187e-05
GO:0033837,anthocyanin 3'-O-beta-glucosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0000995,RNA polymerase III general transcription initiation factor activity,none,2,7.531538316701187e-05
GO:0001156,TFIIIC-class transcription factor complex binding,binding,2,7.531538316701187e-05
GO:0043548,phosphatidylinositol 3-kinase binding,binding,2,7.531538316701187e-05
GO:0019838,growth factor binding,binding,2,7.531538316701187e-05
GO:0005017,platelet-derived growth factor-activated receptor activity,"signaling receptor activity,molecular transducer activity,catalytic activity",2,7.531538316701187e-05
GO:0004992,platelet activating factor receptor activity,"signaling receptor activity,molecular transducer activity",2,7.531538316701187e-05
GO:0033749,histone demethylase activity (H4-R3 specific),catalytic activity,2,7.531538316701187e-05
GO:0004046,aminoacylase activity,catalytic activity,2,7.531538316701187e-05
GO:0019787,ubiquitin-like protein transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0003825,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",catalytic activity,2,7.531538316701187e-05
GO:0005123,death receptor binding,binding,2,7.531538316701187e-05
GO:0003726,double-stranded RNA adenosine deaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0000171,ribonuclease MRP activity,catalytic activity,2,7.531538316701187e-05
GO:0004854,xanthine dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0050334,thiaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0042131,thiamine phosphate phosphatase activity,catalytic activity,2,7.531538316701187e-05
GO:0015398,high-affinity secondary active ammonium transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0051575,5'-deoxyribose-5-phosphate lyase activity,catalytic activity,2,7.531538316701187e-05
GO:1904855,proteasome regulatory particle binding,binding,2,7.531538316701187e-05
GO:0017151,DEAD/H-box RNA helicase binding,binding,2,7.531538316701187e-05
GO:0019150,D-ribulokinase activity,catalytic activity,2,7.531538316701187e-05
GO:0004810,tRNA adenylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0052927,CTP:tRNA cytidylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0052929,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0052928,CTP:3'-cytidine-tRNA cytidylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0043333,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity",catalytic activity,2,7.531538316701187e-05
GO:0072587,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activator activity",molecular function regulator,2,7.531538316701187e-05
GO:0045157,"electron transporter, transferring electrons within the noncyclic electron transport pathway of photosynthesis activity",catalytic activity,2,7.531538316701187e-05
GO:0030598,rRNA N-glycosylase activity,catalytic activity,2,7.531538316701187e-05
GO:0050269,coniferyl-aldehyde dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0016818,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",catalytic activity,2,7.531538316701187e-05
GO:0010486,manganese:proton antiporter activity,transporter activity,2,7.531538316701187e-05
GO:0009008,DNA-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0061860,DNA clamp unloader activity,"catalytic activity,binding",2,7.531538316701187e-05
GO:0035257,nuclear hormone receptor binding,binding,2,7.531538316701187e-05
GO:0046965,retinoid X receptor binding,binding,2,7.531538316701187e-05
GO:0042975,peroxisome proliferator activated receptor binding,binding,2,7.531538316701187e-05
GO:0050185,phosphatidylinositol deacylase activity,catalytic activity,2,7.531538316701187e-05
GO:0102557,protopanaxadiol 6-hydroxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0055105,ubiquitin-protein transferase inhibitor activity,molecular function regulator,2,7.531538316701187e-05
GO:0043221,SMC family protein binding,binding,2,7.531538316701187e-05
GO:0070568,guanylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0050418,hydroxylamine reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0033862,UMP kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0019788,NEDD8 transferase activity,catalytic activity,2,7.531538316701187e-05
GO:0030749,loganate O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0019010,farnesoic acid O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0048531,"beta-1,3-galactosyltransferase activity",catalytic activity,2,7.531538316701187e-05
GO:0048039,ubiquinone binding,binding,2,7.531538316701187e-05
GO:0008135,"translation factor activity, RNA binding","binding,translation regulator activity",2,7.531538316701187e-05
GO:0004558,"alpha-1,4-glucosidase activity",catalytic activity,2,7.531538316701187e-05
GO:1990929,sulfoquinovosidase activity,catalytic activity,2,7.531538316701187e-05
GO:0015234,thiamine transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0050268,coniferyl-alcohol dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0050421,nitrite reductase (NO-forming) activity,catalytic activity,2,7.531538316701187e-05
GO:0001162,RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding,binding,2,7.531538316701187e-05
GO:0102351,gamma-aminobutyrate transaminase (glyoxylate dependent) activity,catalytic activity,2,7.531538316701187e-05
GO:0003867,4-aminobutyrate transaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0034387,4-aminobutyrate:pyruvate transaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0017005,3'-tyrosyl-DNA phosphodiesterase activity,catalytic activity,2,7.531538316701187e-05
GO:0004305,ethanolamine kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0015183,L-aspartate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0002953,5'-deoxynucleotidase activity,catalytic activity,2,7.531538316701187e-05
GO:0004649,poly(ADP-ribose) glycohydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0010283,pinoresinol reductase activity,catalytic activity,2,7.531538316701187e-05
GO:1990782,protein tyrosine kinase binding,binding,2,7.531538316701187e-05
GO:0098639,collagen binding involved in cell-matrix adhesion,binding,2,7.531538316701187e-05
GO:0008107,galactoside 2-alpha-L-fucosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0005112,Notch binding,binding,2,7.531538316701187e-05
GO:0000150,recombinase activity,catalytic activity,2,7.531538316701187e-05
GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity,catalytic activity,2,7.531538316701187e-05
GO:0004740,pyruvate dehydrogenase (acetyl-transferring) kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0030742,GTP-dependent protein binding,binding,2,7.531538316701187e-05
GO:0015137,citrate transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0005253,anion channel activity,transporter activity,2,7.531538316701187e-05
GO:0052727,capsanthin synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0070566,adenylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0080123,jasmonate-amino synthetase activity,catalytic activity,2,7.531538316701187e-05
GO:0102057,jasmonoyl-valine synthetase activity,catalytic activity,2,7.531538316701187e-05
GO:0102053,(-)-jasmonoyl-isoleucine synthetase activity,catalytic activity,2,7.531538316701187e-05
GO:0004572,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",catalytic activity,2,7.531538316701187e-05
GO:0047150,betaine-homocysteine S-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008898,S-adenosylmethionine-homocysteine S-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102890,naringenin chalcone 4'-O-glucosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102891,2'4'6'34-pentahydroxychalcone 4'-O-glucosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008716,D-alanine-D-alanine ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0015043,leghemoglobin reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0102549,1-18:1-2-16:0-monogalactosyldiacylglycerol lipase activity,catalytic activity,2,7.531538316701187e-05
GO:0003979,UDP-glucose 6-dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0102375,11-oxo-beta-amyrin 30-oxidase activity,catalytic activity,2,7.531538316701187e-05
GO:0046429,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0044748,3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing,catalytic activity,2,7.531538316701187e-05
GO:0004474,malate synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0010303,limit dextrinase activity,catalytic activity,2,7.531538316701187e-05
GO:0051060,pullulanase activity,catalytic activity,2,7.531538316701187e-05
GO:0090614,5'-methylthioadenosine deaminase activity,catalytic activity,2,7.531538316701187e-05
GO:0102058,jasmonoyl-leucine synthetase activity,catalytic activity,2,7.531538316701187e-05
GO:0050139,nicotinate-N-glucosyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0048529,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity,catalytic activity,2,7.531538316701187e-05
GO:0015037,peptide disulfide oxidoreductase activity,catalytic activity,2,7.531538316701187e-05
GO:0018738,S-formylglutathione hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0052728,capsorubin synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0003985,acetyl-CoA C-acetyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0001223,transcription coactivator binding,binding,2,7.531538316701187e-05
GO:0016210,naringenin-chalcone synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0004141,dethiobiotin synthase activity,catalytic activity,2,7.531538316701187e-05
GO:0045545,syndecan binding,binding,2,7.531538316701187e-05
GO:0030786,(RS)-norcoclaurine 6-O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102918,(R)-reticuline 7-O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0102917,(S)-reticuline 7-O-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0035671,enone reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0047787,delta4-3-oxosteroid 5beta-reductase activity,catalytic activity,2,7.531538316701187e-05
GO:0052735,tRNA (cytosine-3-)-methyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0008802,betaine-aldehyde dehydrogenase activity,catalytic activity,2,7.531538316701187e-05
GO:0071987,WD40-repeat domain binding,binding,2,7.531538316701187e-05
GO:0005324,long-chain fatty acid transporter activity,transporter activity,2,7.531538316701187e-05
GO:0042169,SH2 domain binding,binding,2,7.531538316701187e-05
GO:0050105,L-gulonolactone oxidase activity,catalytic activity,2,7.531538316701187e-05
GO:0004737,pyruvate decarboxylase activity,catalytic activity,2,7.531538316701187e-05
GO:0000994,RNA polymerase III core binding,binding,2,7.531538316701187e-05
GO:0008484,sulfuric ester hydrolase activity,catalytic activity,2,7.531538316701187e-05
GO:0000701,purine-specific mismatch base pair DNA N-glycosylase activity,catalytic activity,2,7.531538316701187e-05
GO:0102522,tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0050518,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity,catalytic activity,2,7.531538316701187e-05
GO:0046422,violaxanthin de-epoxidase activity,catalytic activity,2,7.531538316701187e-05
GO:0005078,MAP-kinase scaffold activity,molecular adaptor activity,2,7.531538316701187e-05
GO:0005548,phospholipid transporter activity,transporter activity,2,7.531538316701187e-05
GO:0102193,protein-ribulosamine 3-kinase activity,catalytic activity,2,7.531538316701187e-05
GO:0019786,Atg8-specific protease activity,catalytic activity,2,7.531538316701187e-05
GO:0030414,peptidase inhibitor activity,molecular function regulator,2,7.531538316701187e-05
GO:1901683,arsenate ion transmembrane transporter activity,transporter activity,2,7.531538316701187e-05
GO:0061665,SUMO ligase activity,catalytic activity,2,7.531538316701187e-05
GO:0005090,guanyl-nucleotide exchange factor activity,molecular function regulator,2,7.531538316701187e-05
GO:0009007,site-specific DNA-methyltransferase (adenine-specific) activity,catalytic activity,2,7.531538316701187e-05
GO:0051723,protein methylesterase activity,catalytic activity,2,7.531538316701187e-05
