Taxon,Protein ID,Search Term,Phenolic Protein
rhombipetala-YHLF,TRINITY_DN6624_c1_g2_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
rhombipetala-YHLF,TRINITY_DN7453_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
rhombipetala-YHLF,TRINITY_DN9461_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
rhombipetala-YHLF,TRINITY_DN11137_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
rhombipetala-YHLF,TRINITY_DN11137_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rhombipetala-YHLF,TRINITY_DN13728_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rhombipetala-YHLF,TRINITY_DN13728_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rhombipetala-YHLF,TRINITY_DN13979_c0_g4_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
rhombipetala-YHLF,TRINITY_DN14191_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rhombipetala-YHLF,TRINITY_DN18222_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
rhombipetala-YHLF,TRINITY_DN22277_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
rhombipetala-YHLF,TRINITY_DN24381_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
rhombipetala-YHLF,TRINITY_DN25436_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
rhombipetala-YHLF,TRINITY_DN25681_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
rhombipetala-YHLF,TRINITY_DN25885_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rhombipetala-YHLF,TRINITY_DN26338_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
rosea-FXJC,TRINITY_DN1090_c0_g1_i2.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rosea-FXJC,TRINITY_DN1090_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rosea-FXJC,TRINITY_DN1090_c0_g1_i5.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rosea-FXJC,TRINITY_DN1090_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rosea-FXJC,TRINITY_DN1090_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rosea-FXJC,TRINITY_DN1090_c0_g1_i1.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rosea-FXJC,TRINITY_DN1090_c0_g1_i1.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
rosea-FXJC,TRINITY_DN1321_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
rosea-FXJC,TRINITY_DN1321_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
rosea-FXJC,TRINITY_DN1652_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rosea-FXJC,TRINITY_DN1652_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rosea-FXJC,TRINITY_DN1652_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
rosea-FXJC,TRINITY_DN1652_c0_g3_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rosea-FXJC,TRINITY_DN1652_c0_g3_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rosea-FXJC,TRINITY_DN1652_c0_g3_i1.p2,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rosea-FXJC,TRINITY_DN1652_c1_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rosea-FXJC,TRINITY_DN1713_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
rosea-FXJC,TRINITY_DN1713_c0_g1_i5.p1,Chalcone synthase,Chalcone synthase 2
rosea-FXJC,TRINITY_DN1713_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
rosea-FXJC,TRINITY_DN1713_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 1
rosea-FXJC,TRINITY_DN1901_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
rosea-FXJC,TRINITY_DN1901_c0_g2_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
rosea-FXJC,TRINITY_DN2014_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
rosea-FXJC,TRINITY_DN2014_c0_g1_i4.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
rosea-FXJC,TRINITY_DN2168_c0_g2_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rosea-FXJC,TRINITY_DN2168_c0_g2_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rosea-FXJC,TRINITY_DN2168_c0_g2_i5.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rosea-FXJC,TRINITY_DN2168_c0_g2_i5.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rosea-FXJC,TRINITY_DN2168_c0_g2_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rosea-FXJC,TRINITY_DN2168_c0_g1_i3.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rosea-FXJC,TRINITY_DN2168_c0_g1_i4.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
rosea-FXJC,TRINITY_DN5008_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
rosea-FXJC,TRINITY_DN6031_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
rosea-FXJC,TRINITY_DN7348_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
rosea-FXJC,TRINITY_DN7348_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
rosea-FXJC,TRINITY_DN8519_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rosea-FXJC,TRINITY_DN8519_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rosea-FXJC,TRINITY_DN9349_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
rosea-FXJC,TRINITY_DN10799_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
rosea-FXJC,TRINITY_DN10957_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
rosea-FXJC,TRINITY_DN11293_c0_g1_i1.p1,4-coumarate--CoA ligase,Probable 4-coumarate--CoA ligase 2
rosea-FXJC,TRINITY_DN11293_c0_g2_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
rosea-FXJC,TRINITY_DN13286_c1_g1_i25.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
rosea-FXJC,TRINITY_DN17780_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
rosea-FXJC,TRINITY_DN17832_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
rosea-FXJC,TRINITY_DN20752_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase CYP75B137 {ECO:0000305}
rosea-FXJC,TRINITY_DN20730_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
rosea-FXJC,TRINITY_DN25407_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
rosea-FXJC,TRINITY_DN26227_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
rosea-FXJC,TRINITY_DN27710_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
speciosa-XZAQ,TRINITY_DN1147_c1_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
speciosa-XZAQ,TRINITY_DN1147_c1_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
speciosa-XZAQ,TRINITY_DN1147_c1_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
speciosa-XZAQ,TRINITY_DN1147_c1_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
speciosa-XZAQ,TRINITY_DN1202_c0_g2_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
speciosa-XZAQ,TRINITY_DN1202_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
speciosa-XZAQ,TRINITY_DN1202_c1_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
speciosa-XZAQ,TRINITY_DN1202_c1_g3_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 2
speciosa-XZAQ,TRINITY_DN1202_c1_g3_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase G1
speciosa-XZAQ,TRINITY_DN1202_c1_g4_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
speciosa-XZAQ,TRINITY_DN1687_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
speciosa-XZAQ,TRINITY_DN1687_c0_g1_i6.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
speciosa-XZAQ,TRINITY_DN1687_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
speciosa-XZAQ,TRINITY_DN1687_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
speciosa-XZAQ,TRINITY_DN2157_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 1
speciosa-XZAQ,TRINITY_DN2157_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
speciosa-XZAQ,TRINITY_DN2157_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
speciosa-XZAQ,TRINITY_DN2580_c0_g1_i6.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
speciosa-XZAQ,TRINITY_DN2580_c0_g1_i9.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
speciosa-XZAQ,TRINITY_DN2580_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
speciosa-XZAQ,TRINITY_DN2580_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 1"
speciosa-XZAQ,TRINITY_DN2580_c0_g1_i7.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
speciosa-XZAQ,TRINITY_DN2580_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
speciosa-XZAQ,TRINITY_DN2719_c0_g1_i3.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
speciosa-XZAQ,TRINITY_DN2719_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
speciosa-XZAQ,TRINITY_DN3771_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
speciosa-XZAQ,TRINITY_DN3999_c0_g1_i4.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN3999_c0_g1_i10.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN3999_c0_g1_i9.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN3999_c0_g1_i6.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN3999_c0_g1_i3.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN3999_c0_g1_i8.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN3999_c0_g1_i11.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN5092_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
speciosa-XZAQ,TRINITY_DN5296_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
speciosa-XZAQ,TRINITY_DN5296_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
speciosa-XZAQ,TRINITY_DN5296_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
speciosa-XZAQ,TRINITY_DN5436_c0_g2_i4.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
speciosa-XZAQ,TRINITY_DN5436_c0_g2_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
speciosa-XZAQ,TRINITY_DN5922_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
speciosa-XZAQ,TRINITY_DN5922_c0_g1_i7.p1,Chalcone synthase,Chalcone synthase
speciosa-XZAQ,TRINITY_DN5922_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase
speciosa-XZAQ,TRINITY_DN5922_c0_g1_i9.p1,Chalcone synthase,Chalcone synthase
speciosa-XZAQ,TRINITY_DN5922_c0_g1_i8.p1,Chalcone synthase,Chalcone synthase
speciosa-XZAQ,TRINITY_DN5922_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
speciosa-XZAQ,TRINITY_DN5922_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase
speciosa-XZAQ,TRINITY_DN6868_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
speciosa-XZAQ,TRINITY_DN7197_c0_g1_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
speciosa-XZAQ,TRINITY_DN7197_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
speciosa-XZAQ,TRINITY_DN7197_c0_g1_i4.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
speciosa-XZAQ,TRINITY_DN7197_c0_g2_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
speciosa-XZAQ,TRINITY_DN7197_c1_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
speciosa-XZAQ,TRINITY_DN7244_c0_g2_i1.p1,Chalcone synthase,Chalcone synthase 2
speciosa-XZAQ,TRINITY_DN7244_c0_g3_i2.p1,Chalcone synthase,Chalcone synthase 2
speciosa-XZAQ,TRINITY_DN7244_c0_g3_i1.p1,Chalcone synthase,Chalcone synthase 2
speciosa-XZAQ,TRINITY_DN9386_c1_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
speciosa-XZAQ,TRINITY_DN10374_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
speciosa-XZAQ,TRINITY_DN10374_c0_g1_i7.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
speciosa-XZAQ,TRINITY_DN10374_c0_g1_i4.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
speciosa-XZAQ,TRINITY_DN10374_c0_g1_i9.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
speciosa-XZAQ,TRINITY_DN10919_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
speciosa-XZAQ,TRINITY_DN15662_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
speciosa-XZAQ,TRINITY_DN18630_c0_g1_i2.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
speciosa-XZAQ,TRINITY_DN18630_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
speciosa-XZAQ,TRINITY_DN23519_c0_g1_i1.p2,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
speciosa-XZAQ,TRINITY_DN24661_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
speciosa-XZAQ,TRINITY_DN27248_c0_g1_i2.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
speciosa-XZAQ,TRINITY_DN27248_c0_g1_i1.p2,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
speciosa-XZAQ,TRINITY_DN27754_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
speciosa-XZAQ,TRINITY_DN27954_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
speciosa-XZAQ,TRINITY_DN28761_c0_g1_i2.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
speciosa-XZAQ,TRINITY_DN28761_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
speciosa-XZAQ,TRINITY_DN29611_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
speciosa-XZAQ,TRINITY_DN29739_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
speciosa-XZAQ,TRINITY_DN32265_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
stuchii-OEST,TRINITY_DN992_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase"
stuchii-OEST,TRINITY_DN2304_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
stuchii-OEST,TRINITY_DN2304_c0_g1_i3.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
stuchii-OEST,TRINITY_DN2304_c0_g2_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
stuchii-OEST,TRINITY_DN2396_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
stuchii-OEST,TRINITY_DN2396_c0_g1_i1.p2,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
stuchii-OEST,TRINITY_DN2588_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
stuchii-OEST,TRINITY_DN2588_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
stuchii-OEST,TRINITY_DN2588_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
stuchii-OEST,TRINITY_DN2588_c1_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
stuchii-OEST,TRINITY_DN2588_c1_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
stuchii-OEST,TRINITY_DN3199_c0_g1_i3.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
stuchii-OEST,TRINITY_DN3199_c0_g1_i2.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
stuchii-OEST,TRINITY_DN3199_c0_g1_i5.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
stuchii-OEST,TRINITY_DN3199_c0_g1_i4.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
stuchii-OEST,TRINITY_DN3155_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
stuchii-OEST,TRINITY_DN3268_c0_g1_i5.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
stuchii-OEST,TRINITY_DN3268_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
stuchii-OEST,TRINITY_DN3268_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
stuchii-OEST,TRINITY_DN3370_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
stuchii-OEST,TRINITY_DN3376_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
stuchii-OEST,TRINITY_DN5541_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 1
stuchii-OEST,TRINITY_DN5903_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase 2
stuchii-OEST,TRINITY_DN6991_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
stuchii-OEST,TRINITY_DN7700_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
stuchii-OEST,TRINITY_DN12747_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
stuchii-OEST,TRINITY_DN13068_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
stuchii-OEST,TRINITY_DN14629_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 2 {ECO:0000305}
stuchii-OEST,TRINITY_DN15838_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
stuchii-OEST,TRINITY_DN16627_c0_g1_i1.p2,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
stuchii-OEST,TRINITY_DN20613_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
stuchii-OEST,TRINITY_DN22011_c0_g1_i1.p1,Flavanone 3-dioxygenase,Flavanone 3-dioxygenase 3 {ECO:0000305}
stuchii-OEST,TRINITY_DN23420_c0_g1_i1.p1,Flavonoid 3'-monooxygenase,Flavonoid 3'-monooxygenase
stuchii-OEST,TRINITY_DN25025_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
stuchii-OEST,TRINITY_DN30683_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
stuchii-OEST,TRINITY_DN31032_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 5
stuchii-OEST,TRINITY_DN32189_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
stuchii-OEST,TRINITY_DN34709_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
stuchii-OEST,TRINITY_DN37199_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 9
stuchii-OEST,TRINITY_DN38509_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 6
stuchii-OEST,TRINITY_DN39836_c0_g1_i1.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
stuchii-OEST,TRINITY_DN40370_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
stuchii-OEST,TRINITY_DN41455_c0_g1_i1.p1,"Naringenin,2-oxoglutarate 3-dioxygenase","Naringenin,2-oxoglutarate 3-dioxygenase"
suffulta-JKNQ,TRINITY_DN359_c0_g1_i4.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
suffulta-JKNQ,TRINITY_DN359_c0_g1_i5.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
suffulta-JKNQ,TRINITY_DN359_c0_g1_i1.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase
suffulta-JKNQ,TRINITY_DN359_c0_g1_i2.p1,Phenylalanine ammonia-lyase,Phenylalanine ammonia-lyase 1
suffulta-JKNQ,TRINITY_DN434_c0_g1_i2.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
suffulta-JKNQ,TRINITY_DN434_c0_g1_i1.p1,Trans-cinnamate 4-monooxygenase,Trans-cinnamate 4-monooxygenase
suffulta-JKNQ,TRINITY_DN1229_c0_g1_i2.p3,Chalcone synthase,Chalcone synthase 1
suffulta-JKNQ,TRINITY_DN1229_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 1
suffulta-JKNQ,TRINITY_DN1229_c0_g1_i4.p1,Chalcone synthase,Chalcone synthase 2
suffulta-JKNQ,TRINITY_DN1229_c0_g1_i6.p1,Chalcone synthase,Chalcone synthase 2
suffulta-JKNQ,TRINITY_DN1229_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 1
suffulta-JKNQ,TRINITY_DN1229_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
suffulta-JKNQ,TRINITY_DN1276_c0_g1_i1.p1,4-coumarate--CoA ligase,4-coumarate--CoA ligase-like 7
suffulta-JKNQ,TRINITY_DN1221_c0_g1_i1.p1,Chalcone synthase,Chalcone synthase 2
suffulta-JKNQ,TRINITY_DN1221_c0_g1_i3.p1,Chalcone synthase,Chalcone synthase 2
suffulta-JKNQ,TRINITY_DN1221_c0_g1_i2.p1,Chalcone synthase,Chalcone synthase 2
suffulta-JKNQ,TRINITY_DN1221_c0_g1_i5.p2,Chalcone synthase,Chalcone synthase 2
suffulta-JKNQ,TRINITY_DN1579_c0_g1_i1.p1,Chalcone--flavonone isomerase,Chalcone--flavonone isomerase
suffulta-JKNQ,TRINITY_DN1625_c0_g1_i5.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
suffulta-JKNQ,TRINITY_DN1625_c0_g1_i2.p1,Flavonol synthase/flavanone 3-hydroxylase,Flavonol synthase/flavanone 3-hydroxylase
suffulta-JKNQ,TRINITY_DN1721_c0_g1_i2.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
suffulta-JKNQ,TRINITY_DN1721_c0_g1_i4.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
suffulta-JKNQ,TRINITY_DN1721_c0_g1_i3.p1,"Flavonoid 3',5'-hydroxylase","Flavonoid 3',5'-hydroxylase 2"
